Gender,Company Type,WFH Setup Available,Designation,Resource Allocation,Mental Fatigue Score,Burn Rate,Days at Company
1,0,1,2.0,5.0,4.8,0.36,5843
0,0,1,2.0,5.0,4.3,0.36,5953
0,1,1,1.0,2.0,2.9,0.17,6021
0,1,0,4.0,8.0,7.0,0.7,5865
0,1,1,2.0,4.0,5.4,0.42,6060
0,1,0,1.0,3.0,5.5,0.36,5916
0,1,1,3.0,5.0,7.4,0.55,6079
1,1,1,3.0,5.0,5.8,0.47,6076
0,0,0,2.0,3.0,3.2,0.13,5974
0,1,1,1.0,2.0,4.0,0.24,6056
0,0,0,3.0,5.0,6.0,0.49,5829
1,1,1,3.0,4.0,6.3,0.41,5880
0,1,1,2.0,4.0,5.6,0.46,6027
0,0,0,2.0,4.0,3.5,0.2,6060
1,0,1,1.0,2.0,5.2,0.37,5883
0,0,1,3.0,5.0,6.1,0.4,5884
1,1,0,1.0,2.0,3.9,0.29,5817
0,1,0,2.0,3.0,5.6,0.32,5772
0,1,0,2.0,4.0,3.2,0.27,5939
0,1,1,1.0,4.0,5.7,0.55,5769
1,1,0,3.0,4.0,5.5,0.44,5955
1,0,1,1.0,3.0,3.6,0.24,6093
1,1,0,4.0,8.0,9.3,0.83,5856
0,1,1,1.0,3.0,5.9,0.4,5939
0,0,0,3.0,7.0,6.6,0.52,5760
0,1,0,1.0,5.0,6.0,0.53,5870
1,1,1,2.0,4.0,4.8,0.35,5955
0,1,1,1.0,1.0,4.5,0.24,6043
0,1,1,3.0,5.0,6.6,0.44,5802
0,0,1,1.0,2.0,3.5,0.29,5936
0,1,1,1.0,2.0,3.1,0.24,5809
1,1,1,3.0,6.0,5.8,0.48,6028
0,0,1,1.0,4.0,7.5,0.54,5762
0,0,0,2.0,5.0,7.1,0.58,5908
0,1,1,1.0,3.0,6.5,0.48,6003
1,0,0,3.0,6.0,8.3,0.67,5756
0,1,1,1.0,4.0,4.4,0.34,5789
0,1,0,2.0,5.0,5.6,0.51,5950
1,0,1,3.0,7.0,6.6,0.6,5869
0,1,0,4.0,6.0,6.6,0.66,5782
1,1,1,2.0,3.0,4.9,0.4,5914
0,0,1,3.0,5.0,6.1,0.51,5845
1,1,1,1.0,2.0,5.4,0.32,5752
1,1,1,1.0,1.0,1.9,0.07,6087
0,1,1,1.0,2.0,3.2,0.13,5904
1,1,0,2.0,6.0,7.9,0.7,5784
0,1,1,3.0,6.0,5.9,0.44,5936
1,0,1,0.0,1.0,3.4,0.23,5820
0,1,0,2.0,5.0,5.8,0.55,5840
0,0,1,3.0,6.0,6.9,0.67,6069
0,1,1,1.0,2.0,3.4,0.19,6021
0,0,0,3.0,5.0,6.9,0.65,5940
0,1,1,0.0,1.0,2.2,0.15,5918
0,0,1,1.0,2.0,4.2,0.19,6019
0,1,1,1.0,3.0,4.7,0.42,6001
1,1,0,2.0,5.0,5.9,0.53,5981
1,1,0,4.0,8.0,7.9,0.75,5807
0,0,1,3.0,5.0,6.3,0.41,5799
1,1,1,1.0,4.0,6.6,0.47,5886
0,1,1,3.0,6.0,6.2,0.59,5936
0,0,1,0.0,1.0,1.9,0.13,5909
0,1,1,4.0,7.0,7.5,0.66,6094
1,1,0,2.0,3.0,3.8,0.24,5959
1,1,1,1.0,4.0,5.2,0.41,5960
1,1,1,0.0,1.0,1.9,0.06,5896
1,1,1,0.0,1.0,0.0,0.0,6001
0,1,0,2.0,5.0,4.2,0.3,5862
0,1,0,4.0,7.0,7.4,0.64,5944
0,1,0,1.0,3.0,5.9,0.38,5843
0,1,1,3.0,4.0,5.7,0.48,6024
0,1,1,0.0,1.0,2.6,0.1,6085
0,1,1,1.0,4.0,4.9,0.39,5833
1,1,1,2.0,5.0,7.4,0.66,5983
0,1,1,1.0,2.0,4.3,0.35,5919
1,0,1,1.0,2.0,5.1,0.4,5747
0,1,1,3.0,5.0,4.6,0.31,6041
0,0,0,1.0,4.0,5.2,0.36,6099
1,1,1,1.0,4.0,6.2,0.42,5773
0,1,0,1.0,3.0,6.4,0.43,5856
0,1,0,1.0,1.0,4.0,0.26,5945
1,0,0,5.0,9.0,9.6,0.84,6089
0,0,1,1.0,2.0,4.3,0.2,5775
1,0,0,3.0,7.0,8.6,0.87,6080
1,0,1,3.0,6.0,7.8,0.67,5862
0,0,1,0.0,1.0,3.7,0.18,6084
0,0,1,1.0,2.0,2.2,0.18,5885
0,0,1,3.0,6.0,5.4,0.51,5791
0,1,1,1.0,2.0,4.5,0.25,6069
0,1,0,2.0,5.0,7.5,0.57,5905
0,1,0,2.0,6.0,6.9,0.58,5758
1,1,0,5.0,8.0,8.4,0.89,6044
0,1,0,3.0,7.0,7.6,0.62,5918
0,1,0,3.0,5.0,6.6,0.66,5937
1,1,0,4.0,7.0,7.2,0.71,5881
1,1,1,3.0,3.0,4.0,0.28,5908
1,0,1,2.0,4.0,3.6,0.31,5866
0,1,1,3.0,6.0,6.0,0.5,5808
0,1,1,2.0,4.0,5.6,0.5,6104
0,0,0,2.0,5.0,6.7,0.51,6009
0,0,1,1.0,2.0,5.2,0.29,5944
1,1,1,2.0,4.0,5.0,0.35,5943
0,1,0,2.0,4.0,6.1,0.59,6024
0,1,0,3.0,5.0,5.8,0.53,5858
0,1,0,5.0,9.0,10.0,0.93,5932
0,0,1,3.0,7.0,10.0,0.93,5911
0,1,1,3.0,6.0,7.4,0.59,5883
1,0,1,2.0,6.0,7.4,0.58,5833
1,0,0,4.0,6.0,7.7,0.56,5748
1,1,0,2.0,4.0,5.9,0.53,5825
1,1,0,3.0,6.0,6.5,0.64,6027
1,1,1,2.0,4.0,6.1,0.47,6091
1,0,1,2.0,3.0,3.0,0.21,5797
1,0,0,0.0,1.0,0.0,0.0,5944
1,1,1,4.0,6.0,6.4,0.5,6010
0,1,1,3.0,5.0,6.5,0.47,5853
1,0,0,2.0,4.0,7.5,0.63,5977
0,0,1,2.0,5.0,4.2,0.3,5883
1,1,1,0.0,1.0,3.6,0.26,5809
0,0,1,1.0,2.0,6.0,0.42,5998
1,1,0,4.0,7.0,8.1,0.75,6009
1,0,0,2.0,5.0,6.4,0.53,5941
1,1,1,1.0,1.0,2.9,0.24,6005
1,0,1,1.0,3.0,6.1,0.46,6082
0,1,0,3.0,6.0,5.7,0.55,5992
0,0,1,2.0,6.0,6.8,0.61,5894
1,1,1,3.0,7.0,7.9,0.8,5804
0,1,0,3.0,6.0,5.5,0.45,5865
1,1,1,2.0,5.0,6.8,0.48,5906
1,1,1,1.0,1.0,0.0,0.01,6028
0,1,1,2.0,2.0,3.4,0.28,6099
1,1,0,3.0,7.0,7.3,0.59,6025
1,1,0,2.0,6.0,7.5,0.69,5863
1,1,0,2.0,3.0,5.3,0.35,5882
1,1,0,4.0,8.0,6.4,0.6,5925
0,1,0,3.0,6.0,6.8,0.58,5849
1,1,0,2.0,6.0,6.9,0.55,6057
0,1,1,2.0,3.0,5.2,0.33,5771
0,1,1,1.0,1.0,2.8,0.21,6025
0,1,0,1.0,2.0,3.8,0.29,5900
0,1,0,4.0,7.0,7.6,0.72,5959
1,0,1,2.0,5.0,6.1,0.48,5863
1,1,0,2.0,5.0,6.7,0.55,5971
1,1,1,1.0,2.0,1.8,0.08,6107
0,1,1,3.0,8.0,8.6,0.83,5856
0,1,1,2.0,4.0,5.0,0.38,5886
0,1,1,2.0,4.0,6.5,0.44,5931
0,1,0,3.0,6.0,7.7,0.65,5762
1,1,1,1.0,3.0,3.9,0.33,5781
0,1,0,0.0,1.0,3.7,0.19,6062
0,0,1,3.0,5.0,6.7,0.44,5942
0,1,0,1.0,2.0,1.8,0.04,5863
1,1,1,1.0,2.0,4.8,0.33,5902
1,0,0,3.0,8.0,8.6,0.81,5840
0,1,1,2.0,4.0,3.5,0.27,5860
0,1,1,2.0,6.0,7.1,0.54,5840
1,0,0,3.0,5.0,6.1,0.57,5866
1,1,1,2.0,4.0,6.9,0.68,6076
1,1,1,1.0,4.0,4.1,0.3,5914
0,1,1,2.0,4.0,4.8,0.41,5970
1,1,1,2.0,4.0,5.2,0.42,6001
1,0,1,1.0,1.0,1.8,0.07,6076
1,1,1,3.0,6.0,5.6,0.51,5784
1,0,0,2.0,4.0,5.1,0.45,6069
0,1,0,2.0,4.0,6.2,0.56,6004
0,0,1,1.0,2.0,6.5,0.43,6018
0,1,1,2.0,3.0,5.9,0.49,5829
1,1,1,4.0,7.0,7.0,0.55,5832
0,1,1,2.0,3.0,2.8,0.2,6033
0,1,0,3.0,5.0,6.3,0.63,5776
0,1,1,4.0,7.0,8.8,0.71,5985
0,1,0,2.0,3.0,4.3,0.29,5817
1,1,1,3.0,5.0,4.6,0.41,6079
1,1,0,2.0,5.0,7.1,0.55,5900
0,0,1,2.0,4.0,6.5,0.56,5910
0,1,0,2.0,3.0,3.5,0.28,6071
0,1,0,3.0,6.0,6.4,0.57,5978
1,0,1,2.0,3.0,3.5,0.13,6085
1,0,1,4.0,8.0,6.4,0.61,5763
0,0,1,3.0,6.0,7.0,0.58,5881
0,0,1,3.0,5.0,5.0,0.41,5805
1,1,0,3.0,5.0,5.9,0.52,5860
1,1,0,1.0,4.0,7.3,0.53,5758
1,0,1,3.0,7.0,7.1,0.73,5831
1,1,0,2.0,5.0,7.1,0.52,6058
1,0,1,2.0,5.0,6.7,0.53,5900
1,0,0,4.0,8.0,9.2,0.88,5786
1,1,0,4.0,8.0,6.6,0.64,5749
0,1,1,2.0,3.0,7.1,0.49,6030
1,1,1,1.0,2.0,5.8,0.36,5914
1,1,0,1.0,3.0,3.0,0.17,5840
1,1,1,1.0,1.0,4.3,0.25,5972
0,1,1,4.0,9.0,7.4,0.71,6057
1,1,1,2.0,4.0,6.4,0.48,6048
1,0,0,1.0,4.0,6.7,0.48,5832
0,0,1,1.0,2.0,4.7,0.34,5997
0,1,1,2.0,5.0,5.7,0.5,5954
0,0,1,1.0,3.0,5.1,0.28,5883
0,0,0,1.0,4.0,4.7,0.35,6075
1,0,0,3.0,8.0,8.2,0.76,5867
0,0,1,2.0,4.0,4.1,0.25,5878
1,0,0,3.0,6.0,6.0,0.57,5877
1,1,1,1.0,1.0,2.9,0.09,5834
0,1,1,0.0,1.0,1.6,0.1,6067
1,1,1,1.0,3.0,6.1,0.38,5993
0,0,1,2.0,4.0,5.7,0.44,5948
0,0,1,3.0,5.0,4.6,0.39,6040
1,0,0,1.0,2.0,2.4,0.1,5909
0,1,1,3.0,4.0,6.8,0.46,6084
1,1,0,3.0,7.0,7.2,0.51,5882
0,1,1,1.0,2.0,3.2,0.21,6094
1,0,1,3.0,5.0,5.3,0.5,5980
0,1,1,2.0,4.0,5.3,0.44,5882
1,1,1,1.0,1.0,2.9,0.16,5813
1,1,1,3.0,4.0,6.0,0.43,5961
0,1,0,2.0,7.0,8.7,0.7,5899
0,0,1,2.0,3.0,4.4,0.22,5837
1,1,0,3.0,6.0,6.1,0.56,5993
0,1,1,3.0,5.0,5.5,0.46,6002
0,1,1,1.0,1.0,3.9,0.27,6064
1,1,0,3.0,6.0,7.2,0.65,6061
0,0,1,2.0,4.0,4.9,0.29,5880
0,1,1,2.0,4.0,4.4,0.38,6014
1,0,1,0.0,2.0,5.0,0.32,5984
0,0,0,1.0,2.0,3.8,0.22,5786
0,0,1,2.0,4.0,6.4,0.53,6089
1,0,0,3.0,5.0,6.3,0.52,5842
0,1,1,3.0,4.0,4.6,0.42,5781
1,1,1,0.0,2.0,2.9,0.18,5919
0,1,1,3.0,7.0,7.8,0.69,6074
0,0,0,3.0,7.0,6.0,0.56,5782
1,0,1,0.0,1.0,3.2,0.22,5959
1,1,0,3.0,6.0,8.5,0.89,5938
1,1,0,0.0,1.0,0.1,0.0,5788
0,0,1,2.0,4.0,4.7,0.36,5827
0,0,1,1.0,2.0,2.2,0.17,5747
1,1,1,2.0,4.0,6.5,0.48,5860
0,0,1,1.0,2.0,6.1,0.43,5813
1,1,1,1.0,1.0,4.5,0.29,5954
1,1,0,3.0,6.0,7.8,0.62,5791
1,1,0,1.0,3.0,5.7,0.5,5946
1,1,1,1.0,1.0,0.4,0.02,6017
0,1,1,1.0,3.0,6.1,0.47,6038
1,1,1,2.0,5.0,7.9,0.64,5890
1,0,1,5.0,10.0,9.1,1.0,5878
1,1,1,4.0,6.0,7.5,0.66,6063
0,0,1,4.0,7.0,8.1,0.69,5792
0,1,0,2.0,5.0,7.3,0.59,6037
1,1,0,3.0,5.0,6.8,0.65,5779
0,1,1,2.0,4.0,6.4,0.63,5988
0,1,0,1.0,3.0,4.9,0.3,5791
0,1,0,1.0,2.0,0.8,0.03,5887
1,1,0,3.0,7.0,6.0,0.56,6061
0,0,0,3.0,6.0,6.3,0.59,5746
0,1,0,0.0,1.0,2.6,0.12,5962
1,1,1,4.0,7.0,5.5,0.49,5809
0,1,1,2.0,5.0,7.2,0.56,6103
1,1,0,4.0,6.0,7.5,0.58,5969
0,1,1,3.0,5.0,5.0,0.41,5858
0,1,1,2.0,4.0,5.7,0.45,5862
0,0,1,1.0,4.0,4.5,0.4,5795
0,0,0,2.0,4.0,6.5,0.46,5900
0,0,1,1.0,2.0,4.5,0.37,5833
1,0,0,2.0,5.0,5.3,0.33,5976
1,1,1,2.0,5.0,6.7,0.5,5907
0,0,0,2.0,6.0,5.5,0.52,5977
1,0,1,0.0,1.0,3.7,0.2,5937
1,0,1,2.0,5.0,5.6,0.41,5918
1,0,0,0.0,1.0,1.7,0.14,5781
1,1,0,2.0,6.0,8.1,0.67,5985
0,1,1,1.0,3.0,4.6,0.3,5965
0,0,1,2.0,4.0,3.5,0.26,5834
1,1,1,2.0,5.0,5.3,0.36,5847
0,0,0,2.0,5.0,6.7,0.54,6101
0,0,1,4.0,6.0,7.6,0.56,5929
1,1,1,2.0,5.0,5.7,0.42,5915
0,1,0,2.0,5.0,7.5,0.53,5932
0,1,0,3.0,5.0,6.9,0.68,5817
0,1,0,2.0,5.0,4.2,0.35,5995
0,1,1,4.0,7.0,6.5,0.58,6008
0,1,0,0.0,1.0,3.2,0.24,5941
1,0,0,5.0,8.0,8.9,0.79,5752
1,0,1,4.0,8.0,8.2,0.86,6014
0,0,0,0.0,1.0,1.8,0.03,6097
0,1,1,2.0,3.0,3.6,0.18,6059
0,1,0,1.0,3.0,4.1,0.33,6048
1,1,0,3.0,7.0,8.0,0.74,5771
0,1,1,1.0,1.0,2.8,0.19,5994
0,1,1,1.0,3.0,5.8,0.4,6036
0,1,0,1.0,1.0,3.4,0.26,5860
0,0,1,2.0,4.0,6.2,0.61,5974
0,1,1,3.0,6.0,5.6,0.46,5784
1,1,1,1.0,1.0,3.9,0.29,5956
1,1,1,1.0,2.0,5.0,0.28,5793
1,1,1,0.0,2.0,4.3,0.27,5807
0,1,1,3.0,5.0,6.6,0.53,5752
1,0,0,2.0,3.0,3.9,0.22,5838
1,1,1,3.0,5.0,5.6,0.46,5787
1,1,0,4.0,8.0,7.9,0.7,6079
0,0,1,3.0,5.0,5.9,0.41,5774
1,1,0,2.0,5.0,5.7,0.51,5828
0,0,1,1.0,3.0,5.5,0.35,5752
0,1,1,2.0,3.0,5.4,0.3,5906
0,1,0,2.0,4.0,5.9,0.38,6083
1,1,1,3.0,6.0,6.3,0.51,5882
0,0,1,3.0,4.0,5.8,0.43,6100
1,1,1,1.0,1.0,5.0,0.27,5903
1,1,0,2.0,4.0,6.5,0.52,5974
1,1,0,3.0,6.0,8.0,0.72,6018
1,1,1,2.0,4.0,3.0,0.18,6108
0,1,0,1.0,3.0,5.7,0.47,5855
0,1,0,0.0,1.0,0.7,0.07,5899
1,0,1,3.0,5.0,5.2,0.42,5949
1,1,1,2.0,2.0,2.4,0.18,5932
0,1,1,1.0,3.0,5.1,0.41,5804
0,1,0,1.0,3.0,4.7,0.3,6084
0,1,1,2.0,5.0,5.1,0.47,5845
0,1,1,2.0,3.0,3.9,0.3,5842
0,1,0,3.0,7.0,7.4,0.65,5880
0,1,1,2.0,5.0,5.6,0.42,6075
1,1,1,0.0,1.0,0.0,0.0,5880
1,0,0,3.0,8.0,7.7,0.77,6008
0,0,1,1.0,3.0,4.8,0.31,6040
1,0,0,2.0,5.0,8.0,0.67,5983
0,0,1,0.0,1.0,4.0,0.32,5898
0,1,1,3.0,5.0,5.9,0.44,6066
0,1,1,1.0,3.0,6.1,0.4,5933
1,1,0,1.0,3.0,4.3,0.36,5755
0,0,0,3.0,7.0,7.7,0.61,6001
1,0,1,1.0,4.0,6.0,0.49,5875
1,1,0,4.0,7.0,6.9,0.56,5781
1,1,0,3.0,6.0,9.1,0.81,5928
1,1,0,3.0,6.0,7.2,0.55,5976
0,1,0,3.0,5.0,5.8,0.43,5770
0,1,1,3.0,7.0,8.5,0.74,5883
1,0,1,2.0,6.0,8.8,0.71,6005
0,1,0,2.0,4.0,4.1,0.35,6027
0,1,0,5.0,8.0,8.8,0.84,5951
1,1,1,2.0,4.0,5.8,0.37,5799
0,1,0,2.0,6.0,6.5,0.62,6022
0,1,1,3.0,6.0,6.1,0.44,6094
1,1,1,1.0,1.0,0.0,0.0,5811
1,0,1,1.0,3.0,5.4,0.36,6014
1,1,0,2.0,5.0,6.7,0.54,5856
1,1,0,3.0,7.0,9.4,0.83,5837
0,1,0,0.0,1.0,3.5,0.21,5768
1,1,1,2.0,5.0,5.3,0.31,5758
1,1,0,2.0,5.0,6.3,0.51,5813
0,1,1,3.0,5.0,5.0,0.38,5972
1,1,1,1.0,4.0,3.8,0.32,5993
0,0,0,3.0,7.0,6.6,0.57,5991
1,0,0,3.0,5.0,8.1,0.64,6052
0,1,0,2.0,5.0,7.4,0.69,5799
1,1,0,3.0,5.0,7.5,0.59,6054
0,0,1,0.0,1.0,3.0,0.18,6020
1,1,1,1.0,3.0,5.5,0.42,5978
0,1,0,2.0,3.0,4.9,0.4,5879
0,1,1,2.0,3.0,6.3,0.41,5773
1,1,1,2.0,6.0,7.2,0.51,5886
0,1,0,3.0,5.0,6.0,0.52,5977
1,0,0,3.0,5.0,7.3,0.51,5857
0,1,0,4.0,8.0,7.9,0.6,5955
1,1,0,3.0,7.0,6.4,0.61,5776
0,1,1,2.0,3.0,4.1,0.25,6060
1,0,1,2.0,4.0,3.0,0.24,5851
0,1,1,1.0,3.0,2.4,0.14,6055
0,0,1,1.0,2.0,5.7,0.41,5763
1,1,0,4.0,9.0,9.7,0.81,5961
1,0,1,2.0,5.0,5.7,0.45,5772
0,1,1,3.0,7.0,8.2,0.67,5764
1,0,1,3.0,7.0,6.7,0.67,5870
0,0,0,2.0,5.0,7.8,0.73,5900
1,1,1,4.0,8.0,7.0,0.6,6091
1,0,1,1.0,1.0,3.9,0.28,6033
1,0,0,2.0,5.0,5.7,0.54,5847
0,1,1,2.0,3.0,5.8,0.45,5823
1,1,0,3.0,6.0,9.3,0.77,6047
0,1,1,1.0,3.0,5.0,0.4,6082
0,1,0,3.0,6.0,8.3,0.66,6053
0,1,0,1.0,1.0,4.4,0.28,5844
0,1,0,2.0,4.0,6.2,0.47,5824
1,0,0,4.0,7.0,7.9,0.63,5766
1,0,1,1.0,3.0,3.2,0.12,5825
1,1,1,1.0,5.0,6.1,0.55,5825
0,1,0,0.0,1.0,0.9,0.0,5927
1,1,0,3.0,5.0,8.7,0.68,5837
0,1,0,2.0,5.0,7.1,0.5,5892
0,0,1,1.0,3.0,6.1,0.5,5956
1,1,1,0.0,1.0,3.3,0.21,5809
0,1,1,1.0,3.0,3.8,0.32,5882
1,0,0,3.0,7.0,8.1,0.6,5926
1,0,1,2.0,4.0,4.5,0.38,5807
1,1,1,2.0,3.0,4.8,0.26,5987
1,1,1,1.0,3.0,3.8,0.2,5980
0,1,1,3.0,5.0,6.6,0.47,5807
1,1,1,3.0,6.0,6.7,0.58,5815
1,0,1,0.0,1.0,1.5,0.11,5855
0,1,0,2.0,5.0,6.7,0.62,6052
0,1,1,1.0,2.0,6.3,0.43,5934
0,1,1,4.0,7.0,6.8,0.68,6074
0,0,0,2.0,6.0,8.1,0.69,5857
0,0,1,1.0,4.0,5.2,0.4,6059
1,1,0,3.0,7.0,8.0,0.76,5888
1,0,1,2.0,6.0,7.5,0.53,5841
1,1,0,4.0,8.0,8.2,0.68,5945
1,1,1,2.0,3.0,5.5,0.45,5927
0,1,1,0.0,2.0,4.2,0.27,6092
1,1,0,2.0,6.0,6.7,0.59,5759
1,0,1,1.0,3.0,5.3,0.47,5887
1,1,0,3.0,6.0,9.4,0.85,5960
0,0,1,1.0,4.0,4.5,0.33,5939
1,1,1,3.0,6.0,8.3,0.63,5942
0,1,0,3.0,5.0,5.7,0.46,5955
1,0,1,2.0,5.0,4.2,0.34,6078
1,0,1,1.0,1.0,2.8,0.09,5773
0,1,1,2.0,6.0,7.0,0.58,5869
0,1,1,2.0,3.0,3.8,0.28,5773
1,1,1,3.0,5.0,5.5,0.41,6012
0,1,1,2.0,4.0,6.1,0.38,5781
0,1,1,0.0,1.0,5.1,0.28,6057
0,0,0,1.0,2.0,2.5,0.08,5745
0,0,0,1.0,3.0,6.1,0.58,5892
0,0,0,2.0,2.0,3.3,0.2,5953
1,1,1,1.0,3.0,5.4,0.44,5966
0,1,0,2.0,5.0,6.7,0.58,5962
0,1,0,3.0,5.0,6.9,0.54,5751
1,0,0,2.0,6.0,6.6,0.61,6026
0,1,1,0.0,1.0,3.3,0.21,5775
0,1,1,1.0,4.0,5.9,0.38,5935
0,0,1,4.0,7.0,8.6,0.69,5856
0,0,1,2.0,4.0,6.5,0.42,6033
0,1,1,1.0,3.0,6.8,0.47,5857
1,0,0,0.0,1.0,4.8,0.25,6046
0,1,0,3.0,5.0,5.5,0.49,5775
0,1,1,1.0,3.0,5.7,0.38,5884
1,1,0,3.0,6.0,6.7,0.59,5942
0,1,0,2.0,4.0,3.3,0.18,6069
1,0,0,1.0,2.0,1.6,0.04,5842
0,0,0,2.0,5.0,7.7,0.61,5855
0,0,0,0.0,2.0,3.2,0.23,6001
0,1,1,2.0,4.0,5.8,0.4,5804
0,1,0,4.0,7.0,6.3,0.56,5880
0,1,0,2.0,5.0,5.7,0.44,5893
0,0,0,2.0,3.0,5.9,0.44,6042
0,0,0,3.0,4.0,5.0,0.36,6015
1,1,0,3.0,7.0,9.3,0.77,5883
1,1,1,3.0,6.0,8.4,0.66,5984
0,1,0,2.0,5.0,6.5,0.5,5861
1,1,0,2.0,5.0,6.4,0.5,6045
0,0,0,1.0,3.0,5.6,0.36,5840
0,1,0,2.0,3.0,3.7,0.16,6034
0,1,1,3.0,7.0,8.0,0.75,6090
1,0,0,3.0,6.0,8.6,0.68,5791
1,0,1,1.0,1.0,2.9,0.23,6096
1,0,1,1.0,4.0,5.6,0.36,5996
0,0,1,3.0,4.0,5.3,0.37,5800
0,1,1,3.0,6.0,5.7,0.42,5780
0,1,0,2.0,4.0,6.5,0.43,5779
0,1,0,3.0,6.0,8.9,0.75,5798
1,1,0,4.0,7.0,8.6,0.71,6015
1,0,1,3.0,5.0,6.2,0.49,5922
0,0,0,1.0,3.0,4.3,0.34,5975
1,1,0,1.0,3.0,5.1,0.38,5759
0,0,0,2.0,4.0,5.6,0.43,5787
1,0,0,3.0,5.0,7.2,0.56,5754
1,0,0,2.0,5.0,6.2,0.59,5974
0,1,0,4.0,7.0,7.9,0.62,5793
1,1,0,3.0,5.0,7.6,0.57,5865
1,1,0,4.0,8.0,8.0,0.59,5784
1,0,0,2.0,5.0,5.5,0.52,5748
1,0,1,2.0,5.0,5.2,0.36,5838
0,1,1,2.0,5.0,6.2,0.56,5761
1,1,0,2.0,4.0,6.1,0.42,5807
0,1,1,2.0,6.0,6.9,0.54,6019
0,1,0,4.0,8.0,7.9,0.73,6062
1,1,1,1.0,2.0,6.8,0.45,5845
0,0,0,5.0,8.0,9.8,0.86,5981
1,0,1,0.0,1.0,2.3,0.15,5761
1,1,0,0.0,2.0,3.2,0.22,5940
1,0,1,2.0,6.0,6.0,0.57,5954
1,1,1,3.0,5.0,5.1,0.46,5929
1,1,0,2.0,5.0,7.7,0.58,5953
1,1,0,4.0,8.0,7.3,0.53,6035
1,1,1,2.0,5.0,4.9,0.33,5858
1,1,0,3.0,6.0,6.5,0.64,5971
1,1,0,3.0,5.0,7.3,0.64,5782
1,1,0,4.0,8.0,5.8,0.54,5780
0,1,1,3.0,4.0,5.6,0.49,5897
1,1,1,2.0,4.0,2.6,0.19,5976
1,1,0,3.0,7.0,8.4,0.78,5898
0,0,0,2.0,4.0,5.8,0.46,6098
1,0,1,1.0,1.0,2.4,0.07,6035
0,0,1,1.0,2.0,5.9,0.35,5970
0,0,1,0.0,2.0,2.7,0.14,5765
1,0,1,2.0,4.0,5.1,0.45,5916
1,0,0,2.0,5.0,6.9,0.62,5887
1,1,1,3.0,6.0,8.1,0.73,5840
1,1,0,4.0,8.0,8.5,0.8,6094
0,1,1,3.0,6.0,5.0,0.4,5998
1,0,1,2.0,5.0,7.4,0.66,6104
0,1,1,3.0,5.0,6.8,0.46,6084
1,1,0,2.0,5.0,6.2,0.59,5965
1,1,0,3.0,5.0,5.3,0.37,6026
1,0,1,2.0,3.0,4.1,0.2,5944
0,1,1,2.0,4.0,6.0,0.49,5829
0,1,1,3.0,4.0,5.4,0.31,5998
1,1,1,3.0,4.0,6.5,0.48,5845
0,0,0,3.0,7.0,8.5,0.69,6083
1,1,1,2.0,3.0,4.0,0.27,5753
0,1,1,0.0,1.0,3.1,0.25,5842
0,1,0,4.0,8.0,8.8,0.71,5881
0,0,0,1.0,3.0,4.0,0.3,5915
0,1,0,2.0,5.0,5.8,0.35,5757
1,0,1,2.0,5.0,6.6,0.47,5754
0,0,1,1.0,3.0,5.0,0.45,6012
1,0,0,3.0,5.0,6.6,0.54,5933
1,0,1,2.0,2.0,4.8,0.29,5745
1,1,1,2.0,4.0,5.1,0.44,6050
1,0,0,5.0,10.0,8.0,0.73,6083
0,1,0,3.0,8.0,9.2,0.78,5790
0,0,1,2.0,4.0,6.6,0.49,5760
1,1,1,0.0,1.0,1.1,0.08,5920
1,1,0,3.0,6.0,8.0,0.67,5875
0,0,1,0.0,1.0,3.5,0.14,5972
0,0,1,0.0,1.0,2.9,0.17,5771
0,1,0,4.0,7.0,7.1,0.55,5845
0,1,1,3.0,4.0,5.8,0.34,5744
1,0,1,3.0,6.0,5.6,0.38,5799
0,1,1,3.0,5.0,5.6,0.41,5801
1,1,1,2.0,3.0,5.7,0.48,6080
0,0,0,2.0,5.0,6.5,0.51,5830
1,1,0,4.0,8.0,10.0,0.91,5945
0,1,0,2.0,6.0,7.8,0.57,5773
1,1,1,3.0,6.0,6.7,0.57,5801
1,1,1,1.0,4.0,4.0,0.33,5927
0,1,1,2.0,5.0,4.9,0.3,5989
0,0,0,3.0,5.0,6.4,0.44,6050
1,1,1,4.0,8.0,8.6,0.7,5887
0,1,0,2.0,5.0,7.0,0.58,5943
0,0,1,3.0,5.0,6.4,0.49,6047
0,1,1,1.0,3.0,4.4,0.3,5853
1,1,1,4.0,7.0,9.8,0.83,5808
0,1,0,3.0,4.0,6.2,0.49,6076
1,1,1,2.0,5.0,6.5,0.49,5850
0,0,0,3.0,6.0,7.7,0.61,6034
1,0,1,3.0,3.0,4.3,0.29,5851
1,1,1,2.0,5.0,7.5,0.63,6101
1,1,1,1.0,2.0,4.4,0.23,6051
1,1,1,3.0,7.0,7.2,0.54,6015
0,1,0,1.0,4.0,4.5,0.4,6062
1,0,0,3.0,6.0,9.2,0.78,6079
0,1,1,3.0,6.0,6.2,0.54,5829
1,0,1,1.0,3.0,3.3,0.27,5864
1,1,1,0.0,1.0,3.2,0.16,6048
0,1,1,0.0,1.0,2.8,0.17,5790
0,1,1,1.0,3.0,4.5,0.3,5920
0,1,1,2.0,4.0,5.6,0.41,5961
0,1,0,3.0,7.0,8.4,0.74,5968
